Longitude,Latitude,Field,Dataset,Product,Obj. Id,Swth Wdth(ft),Distance(ft),Duration(s),Track(deg),Elevation(ft),Area Count,Time,Y Offset(ft),Pass Num,Moisture(%),Eng Load(%),Yld Mass(Wet)(lb/ac),Yld Mass(Dry)(lb/ac),Crop Flw(M)(lb/s),Yld Vol(Dry)(bu/ac),Yld Vol(Wet)(bu/ac),Speed(mph),Prod(ac/h),Crop Flw(V)(bu/h),Date
-81.49906000,35.94434170,bif field,2021_06_18_001 (13078),WHEAT,895,29.99,5.840,1.000,166.64,1158.8,On,6/18/2021,0.00,5,6.618,6004.2,2984.4,2984.4,12.00,55.27,55.27,3.982,14.47,799.86,6/18/2021
-81.49906277,35.94435113,bif field,2021_06_18_001 (13078),WHEAT,896,29.99,5.906,1.000,166.64,1158.1,On,6/18/2021,0.00,5,6.618,7047.8,2871.4,2871.4,11.67,53.17,53.17,4.026,14.64,778.23,6/18/2021
-81.49906277,35.94435113,bif field,2021_06_18_001 (13078),WHEAT,897,29.99,5.938,1.000,166.64,1158.1,On,6/18/2021,0.00,5,6.621,7047.8,2865.7,2865.7,11.71,53.07,53.07,4.049,14.72,781.00,6/18/2021
-81.49906830,35.94437000,bif field,2021_06_18_001 (13078),WHEAT,898,29.99,5.971,1.000,171.19,1157.2,On,6/18/2021,0.00,5,6.621,7047.8,3386.2,3386.2,13.92,62.71,62.71,4.071,14.80,927.93,6/18/2021
-81.49906830,35.94437000,bif field,2021_06_18_001 (13078),WHEAT,899,29.99,5.774,1.000,171.19,1157.2,On,6/18/2021,0.00,5,6.621,5370.7,3702.0,3702.0,14.72,68.56,68.56,3.937,14.31,981.03,6/18/2021
-81.49907500,35.94440500,bif field,2021_06_18_001 (13078),WHEAT,900,29.99,5.676,1.000,349.00,1158.5,On,6/18/2021,0.00,5,6.621,5370.7,4261.3,4261.3,16.65,78.91,78.91,3.870,14.07,1110.0,6/18/2021
-81.49907670,35.94443830,bif field,2021_06_18_001 (13078),WHEAT,901,29.99,5.512,1.000,172.29,1158.5,On,6/18/2021,0.00,5,6.621,5370.7,4365.1,4365.1,16.56,80.84,80.84,3.758,13.66,1104.2,6/18/2021
-81.49907670,35.94443830,bif field,2021_06_18_001 (13078),WHEAT,902,29.99,5.446,1.000,172.29,1158.5,On,6/18/2021,0.00,5,6.621,5444.3,4429.1,4429.1,16.61,82.02,82.02,3.713,13.50,1107.0,6/18/2021
-81.49908003,35.94445823,bif field,2021_06_18_001 (13078),WHEAT,903,29.99,5.446,1.000,172.29,1159.4,On,6/18/2021,0.00,5,6.610,5444.3,4238.6,4238.6,15.89,78.49,78.49,3.713,13.50,1059.4,6/18/2021
-81.49908170,35.94446820,bif field,2021_06_18_001 (13078),WHEAT,904,29.99,5.676,1.000,176.77,1161.4,On,6/18/2021,0.00,5,6.610,5444.3,4147.3,4147.3,16.20,76.80,76.80,3.870,14.07,1080.3,6/18/2021
-81.49908170,35.94446820,bif field,2021_06_18_001 (13078),WHEAT,905,29.99,5.938,1.000,176.77,1161.4,On,6/18/2021,0.00,5,6.585,3752.9,3869.3,3869.3,15.82,71.65,71.65,4.049,14.72,1054.5,6/18/2021
-81.49908670,35.94454000,bif field,2021_06_18_001 (13078),WHEAT,906,29.99,6.168,1.000,176.77,1158.1,On,6/18/2021,0.00,5,6.585,3752.9,3797.4,3797.4,16.12,70.32,70.32,4.205,15.29,1074.9,6/18/2021
-81.49908670,35.94454000,bif field,2021_06_18_001 (13078),WHEAT,907,29.99,6.135,1.000,184.73,1158.1,On,6/18/2021,0.00,5,6.571,3752.9,3907.3,3907.3,16.50,72.36,72.36,4.183,15.20,1100.2,6/18/2021
-81.49908443,35.94456220,bif field,2021_06_18_001 (13078),WHEAT,908,29.99,6.102,1.000,184.73,1157.2,On,6/18/2021,0.00,5,6.571,6298.8,3842.2,3842.2,16.14,71.15,71.15,4.161,15.12,1076.0,6/18/2021
-81.49908330,35.94457330,bif field,2021_06_18_001 (13078),WHEAT,909,29.99,5.938,1.000,185.37,1157.2,On,6/18/2021,0.00,5,6.545,6298.8,4006.8,4006.8,16.38,74.20,74.20,4.049,14.72,1092.0,6/18/2021
-81.49908330,35.94457330,bif field,2021_06_18_001 (13078),WHEAT,910,29.99,5.873,1.000,185.37,1158.1,On,6/18/2021,0.00,5,6.545,6298.8,3962.5,3962.5,16.02,73.38,73.38,4.004,14.55,1068.0,6/18/2021
-81.49908000,35.94460170,bif field,2021_06_18_001 (13078),WHEAT,911,29.99,5.906,1.000,185.41,1158.1,On,6/18/2021,0.00,5,6.511,4612.8,3379.2,3379.2,13.74,62.58,62.58,4.026,14.64,915.85,6/18/2021
-81.49907670,35.94462990,bif field,2021_06_18_001 (13078),WHEAT,912,29.99,5.774,1.000,185.41,1156.1,On,6/18/2021,0.00,5,6.511,4612.8,3892.2,3892.2,15.47,72.08,72.08,3.937,14.31,1031.4,6/18/2021
-81.49907670,35.94462990,bif field,2021_06_18_001 (13078),WHEAT,913,29.99,5.610,1.000,195.16,1156.1,On,6/18/2021,0.00,5,6.502,4612.8,4136.7,4136.7,15.98,76.60,76.60,3.825,13.90,1065.1,6/18/2021
-81.49907110,35.94464663,bif field,2021_06_18_001 (13078),WHEAT,914,29.99,5.610,1.000,195.16,1155.5,On,6/18/2021,0.00,5,6.502,5396.2,4277.7,4277.7,16.52,79.22,79.22,3.825,13.90,1101.4,6/18/2021
-81.49906830,35.94465500,bif field,2021_06_18_001 (13078),WHEAT,915,29.99,5.676,1.000,180.00,1155.5,On,6/18/2021,0.00,5,6.512,5396.2,4249.6,4249.6,16.60,78.70,78.70,3.870,14.07,1107.0,6/18/2021
-81.49906830,35.94465500,bif field,2021_06_18_001 (13078),WHEAT,916,29.99,5.807,1.000,180.00,1156.5,On,6/18/2021,0.00,5,6.512,5396.2,3971.3,3971.3,15.88,73.54,73.54,3.959,14.39,1058.4,6/18/2021
-81.49906830,35.94468500,bif field,2021_06_18_001 (13078),WHEAT,917,29.99,5.774,1.000,195.10,1156.5,On,6/18/2021,0.00,5,6.537,4587.8,3991.2,3991.2,15.87,73.91,73.91,3.937,14.31,1057.7,6/18/2021
-81.49906830,35.94468500,bif field,2021_06_18_001 (13078),WHEAT,918,29.99,5.741,1.000,195.10,1153.2,On,6/18/2021,0.00,5,6.537,4587.8,4308.1,4308.1,17.03,79.78,79.78,3.915,14.23,1135.2,6/18/2021
-81.49905830,35.94471500,bif field,2021_06_18_001 (13078),WHEAT,919,29.99,5.774,1.000,204.80,1153.2,On,6/18/2021,0.00,5,6.570,4587.8,4111.8,4111.8,16.34,76.15,76.15,3.937,14.31,1089.6,6/18/2021
-81.49904500,35.94473830,bif field,2021_06_18_001 (13078),WHEAT,920,29.99,5.741,1.000,204.80,1154.9,On,6/18/2021,0.00,5,6.570,4793.1,4167.2,4167.2,16.47,77.17,77.17,3.915,14.23,1098.0,6/18/2021
-81.49904500,35.94473830,bif field,2021_06_18_001 (13078),WHEAT,921,29.99,5.774,1.000,200.04,1154.9,On,6/18/2021,0.00,5,6.591,4793.1,4109.9,4109.9,16.34,76.11,76.11,3.937,14.31,1089.1,6/18/2021
-81.49903500,35.94476050,bif field,2021_06_18_001 (13078),WHEAT,922,29.99,5.741,1.000,200.04,1154.9,On,6/18/2021,0.00,5,6.591,4793.1,4257.4,4257.4,16.83,78.84,78.84,3.915,14.23,1121.8,6/18/2021
-81.49903000,35.94477160,bif field,2021_06_18_001 (13078),WHEAT,923,29.99,5.709,1.000,200.76,1154.9,On,6/18/2021,0.00,5,6.588,7079.4,4296.3,4296.3,16.88,79.56,79.56,3.892,14.15,1125.6,6/18/2021
-81.49903000,35.94477160,bif field,2021_06_18_001 (13078),WHEAT,924,29.99,5.610,1.000,200.76,1156.1,On,6/18/2021,0.00,5,6.588,7079.4,4518.1,4518.1,17.45,83.67,83.67,3.825,13.90,1163.3,6/18/2021
-81.49901670,35.94480000,bif field,2021_06_18_001 (13078),WHEAT,925,29.99,5.643,1.000,196.87,1156.1,On,6/18/2021,0.00,5,6.612,7079.4,4295.6,4295.6,16.69,79.55,79.55,3.848,13.98,1112.5,6/18/2021
-81.49901670,35.94480000,bif field,2021_06_18_001 (13078),WHEAT,926,29.99,5.741,1.000,196.87,1156.1,On,6/18/2021,0.00,5,6.612,5496.5,3995.9,3995.9,15.79,74.00,74.00,3.915,14.23,1052.9,6/18/2021
-81.49900670,35.94482670,bif field,2021_06_18_001 (13078),WHEAT,927,29.99,5.741,1.000,187.44,1159.8,On,6/18/2021,0.00,5,6.620,5496.5,3857.2,3857.2,15.25,71.43,71.43,3.915,14.23,1016.4,6/18/2021
-81.49900160,35.94485830,bif field,2021_06_18_001 (13078),WHEAT,928,29.99,5.774,1.000,187.44,1159.8,On,6/18/2021,0.00,5,6.620,5496.5,3587.8,3587.8,14.26,66.44,66.44,3.937,14.31,950.76,6/18/2021
-81.49900160,35.94485830,bif field,2021_06_18_001 (13078),WHEAT,929,29.99,5.807,1.000,193.31,1157.4,On,6/18/2021,0.00,5,6.621,4843.9,3548.4,3548.4,14.19,65.71,65.71,3.959,14.39,945.68,6/18/2021
-81.49899607,35.94487723,bif field,2021_06_18_001 (13078),WHEAT,930,29.99,5.774,1.000,193.31,1158.8,On,6/18/2021,0.00,5,6.621,4843.9,3057.2,3057.2,12.15,56.62,56.62,3.937,14.31,810.17,6/18/2021
-81.49899330,35.94488670,bif field,2021_06_18_001 (13078),WHEAT,931,29.99,5.709,1.000,193.31,1158.8,On,6/18/2021,0.00,5,6.621,4843.9,3401.0,3401.0,13.37,62.98,62.98,3.892,14.15,891.02,6/18/2021
-81.49899330,35.94488670,bif field,2021_06_18_001 (13078),WHEAT,932,29.99,5.479,1.000,16.00,1160.1,On,6/18/2021,0.00,5,6.621,6704.5,3137.8,3137.8,11.84,58.11,58.11,3.736,13.58,789.00,6/18/2021
-81.49899170,35.94491330,bif field,2021_06_18_001 (13078),WHEAT,933,29.99,5.446,1.000,185.11,1160.1,On,6/18/2021,0.00,5,6.621,6704.5,3375.0,3375.0,12.65,62.50,62.50,3.713,13.50,843.56,6/18/2021
-81.49899170,35.94491330,bif field,2021_06_18_001 (13078),WHEAT,934,29.99,5.512,1.000,185.11,1159.1,On,6/18/2021,0.00,5,6.621,6704.5,3543.5,3543.5,13.45,65.62,65.62,3.758,13.66,896.34,6/18/2021
-81.49898820,35.94494500,bif field,2021_06_18_001 (13078),WHEAT,935,29.99,5.610,1.000,193.96,1159.1,On,6/18/2021,0.00,5,6.591,6275.3,3499.5,3499.5,13.52,64.81,64.81,3.825,13.90,901.03,6/18/2021
-81.49898000,35.94497170,bif field,2021_06_18_001 (13078),WHEAT,936,29.99,5.676,1.000,193.96,1160.7,On,6/18/2021,0.00,5,6.591,6275.3,3352.2,3352.2,13.10,62.08,62.08,3.870,14.07,873.21,6/18/2021
-81.49898000,35.94497170,bif field,2021_06_18_001 (13078),WHEAT,937,29.99,5.610,1.000,197.94,1160.7,On,6/18/2021,0.00,5,6.582,6275.3,3128.9,3128.9,12.08,57.94,57.94,3.825,13.90,805.62,6/18/2021
-81.49897333,35.94498837,bif field,2021_06_18_001 (13078),WHEAT,938,29.99,5.381,1.000,197.94,1161.1,On,6/18/2021,0.00,5,6.582,6748.2,3006.6,3006.6,11.14,55.68,55.68,3.669,13.33,742.43,6/18/2021
-81.49897000,35.94499670,bif field,2021_06_18_001 (13078),WHEAT,939,29.99,5.249,1.000,197.94,1161.1,On,6/18/2021,0.00,5,6.551,6748.2,2576.3,2576.3,9.310,47.71,47.71,3.579,13.01,620.67,6/18/2021
-81.49897000,35.94499670,bif field,2021_06_18_001 (13078),WHEAT,940,29.99,5.085,1.000,197.94,1163.7,On,6/18/2021,0.00,5,6.544,6748.2,3210.8,3210.8,11.24,59.46,59.46,3.467,12.60,749.33,6/18/2021
-81.49896000,35.94502170,bif field,2021_06_18_001 (13078),WHEAT,941,29.99,5.118,1.000,194.18,1163.7,On,6/18/2021,0.00,5,6.544,6419.2,3732.0,3732.0,13.15,69.11,69.11,3.490,12.68,876.60,6/18/2021
-81.49896000,35.94502170,bif field,2021_06_18_001 (13078),WHEAT,942,29.99,5.052,1.000,194.18,1165.6,On,6/18/2021,0.00,5,6.528,6419.2,3919.5,3919.5,13.63,72.58,72.58,3.445,12.52,908.83,6/18/2021
-81.49895170,35.94504830,bif field,2021_06_18_001 (13078),WHEAT,943,29.99,5.118,1.000,196.64,1165.6,On,6/18/2021,0.00,5,6.528,6419.2,3549.5,3549.5,12.51,65.73,65.73,3.490,12.68,833.74,6/18/2021
-81.49894780,35.94505887,bif field,2021_06_18_001 (13078),WHEAT,944,29.99,5.184,1.000,196.64,1165.6,On,6/18/2021,0.00,5,6.504,5732.4,3530.3,3530.3,12.60,65.38,65.38,3.534,12.85,839.85,6/18/2021
-81.49894780,35.94505887,bif field,2021_06_18_001 (13078),WHEAT,945,29.99,5.052,1.000,196.64,1166.0,On,6/18/2021,0.00,5,6.504,5732.4,3454.0,3454.0,12.01,63.96,63.96,3.445,12.52,800.89,6/18/2021
-81.49894000,35.94508000,bif field,2021_06_18_001 (13078),WHEAT,946,29.99,5.020,1.000,20.00,1167.3,On,6/18/2021,0.00,5,6.501,5732.4,3769.3,3769.3,13.03,69.80,69.80,3.423,12.44,868.34,6/18/2021
-81.49893000,35.94510830,bif field,2021_06_18_001 (13078),WHEAT,947,29.99,5.217,1.000,193.31,1167.3,On,6/18/2021,0.00,5,6.501,5504.3,2853.0,2853.0,10.25,52.83,52.83,3.557,12.93,683.03,6/18/2021
-81.49893000,35.94510830,bif field,2021_06_18_001 (13078),WHEAT,948,29.99,5.381,1.000,193.31,1168.0,On,6/18/2021,0.00,5,6.533,5504.3,3081.3,3081.3,11.41,57.06,57.06,3.669,13.33,760.87,6/18/2021
-81.49892170,35.94513670,bif field,2021_06_18_001 (13078),WHEAT,949,29.99,5.413,1.000,193.51,1168.0,On,6/18/2021,0.00,5,6.533,5504.3,2908.9,2908.9,10.84,53.87,53.87,3.691,13.42,722.67,6/18/2021
-81.49891750,35.94515085,bif field,2021_06_18_001 (13078),WHEAT,950,29.99,5.249,1.000,193.51,1167.3,On,6/18/2021,0.00,5,6.556,7778.7,3574.6,3574.6,12.92,66.20,66.20,3.579,13.01,861.15,6/18/2021
-81.49891330,35.94516500,bif field,2021_06_18_001 (13078),WHEAT,951,29.99,5.217,1.000,186.93,1167.3,On,6/18/2021,0.00,5,6.556,7778.7,3310.7,3310.7,11.89,61.31,61.31,3.557,12.93,792.59,6/18/2021
-81.49890830,35.94519830,bif field,2021_06_18_001 (13078),WHEAT,952,29.99,5.217,1.000,186.93,1167.0,On,6/18/2021,0.00,5,6.578,7778.7,3149.1,3149.1,11.31,58.32,58.32,3.557,12.93,753.92,6/18/2021
-81.49890830,35.94519830,bif field,2021_06_18_001 (13078),WHEAT,953,29.99,5.381,1.000,198.30,1167.0,On,6/18/2021,0.00,5,6.578,5621.8,2910.5,2910.5,10.78,53.90,53.90,3.669,13.33,718.70,6/18/2021
-81.49890057,35.94521723,bif field,2021_06_18_001 (13078),WHEAT,954,29.99,5.381,1.000,198.30,1165.6,On,6/18/2021,0.00,5,6.581,5621.8,2588.4,2588.4,9.587,47.93,47.93,3.669,13.33,639.16,6/18/2021
-81.49889670,35.94522670,bif field,2021_06_18_001 (13078),WHEAT,955,29.99,5.446,1.000,194.34,1165.6,On,6/18/2021,0.00,5,6.581,5621.8,2526.1,2526.1,9.471,46.78,46.78,3.713,13.50,631.40,6/18/2021
-81.49889250,35.94524000,bif field,2021_06_18_001 (13078),WHEAT,956,29.99,5.545,1.000,194.34,1164.3,On,6/18/2021,0.00,5,6.613,6215.9,1961.5,1961.5,7.487,36.32,36.32,3.780,13.74,499.12,6/18/2021
-81.49888830,35.94525330,bif field,2021_06_18_001 (13078),WHEAT,957,29.99,5.643,1.000,212.89,1164.3,On,6/18/2021,0.00,5,6.613,6215.9,2034.7,2034.7,7.904,37.68,37.68,3.848,13.98,526.94,6/18/2021
-81.49887500,35.94526995,bif field,2021_06_18_001 (13078),WHEAT,958,29.99,5.610,1.000,212.89,1163.7,On,6/18/2021,0.00,5,6.583,5748.8,1883.0,1883.0,7.272,34.87,34.87,3.825,13.90,484.81,6/18/2021
-81.49886170,35.94528660,bif field,2021_06_18_001 (13078),WHEAT,959,29.99,5.545,1.000,212.83,1163.7,On,6/18/2021,0.00,5,6.583,5748.8,2332.5,2332.5,8.903,43.19,43.19,3.780,13.74,593.53,6/18/2021
-81.49884170,35.94531170,bif field,2021_06_18_001 (13078),WHEAT,960,29.99,5.413,1.000,212.83,1164.3,On,6/18/2021,0.00,5,6.574,5748.8,2736.9,2736.9,10.20,50.68,50.68,3.691,13.42,679.94,6/18/2021
-81.49884170,35.94531170,bif field,2021_06_18_001 (13078),WHEAT,961,29.99,5.315,1.000,216.99,1165.0,On,6/18/2021,0.00,5,6.574,6815.1,2930.8,2930.8,10.72,54.27,54.27,3.624,13.17,714.88,6/18/2021
-81.49882830,35.94532610,bif field,2021_06_18_001 (13078),WHEAT,962,29.99,5.315,1.000,216.99,1165.0,On,6/18/2021,0.00,5,6.616,6815.1,2619.3,2619.3,9.584,48.51,48.51,3.624,13.17,638.91,6/18/2021
-81.49882160,35.94533330,bif field,2021_06_18_001 (13078),WHEAT,963,29.99,5.217,1.000,216.53,1165.4,On,6/18/2021,0.00,5,6.616,6815.1,2775.7,2775.7,9.968,51.40,51.40,3.557,12.93,664.53,6/18/2021
-81.49881245,35.94534330,bif field,2021_06_18_001 (13078),WHEAT,964,29.99,4.954,1.000,216.53,1165.4,On,6/18/2021,0.00,5,6.621,6212.7,2865.3,2865.3,9.772,53.06,53.06,3.378,12.28,651.46,6/18/2021
-81.49880330,35.94535330,bif field,2021_06_18_001 (13078),WHEAT,965,29.99,4.823,1.000,224.40,1165.4,On,6/18/2021,0.00,5,6.621,6212.7,2404.7,2404.7,7.984,44.53,44.53,3.288,11.95,532.26,6/18/2021
-81.49878915,35.94536500,bif field,2021_06_18_001 (13078),WHEAT,966,29.99,5.020,1.000,224.40,1165.0,On,6/18/2021,0.00,5,6.602,6212.7,1934.6,1934.6,6.685,35.83,35.83,3.423,12.44,445.67,6/18/2021
-81.49877500,35.94537670,bif field,2021_06_18_001 (13078),WHEAT,967,29.99,5.315,1.000,218.99,1165.0,On,6/18/2021,0.00,5,6.602,5482.7,1865.3,1865.3,6.825,34.54,34.54,3.624,13.17,454.99,6/18/2021
-81.49875170,35.94540000,bif field,2021_06_18_001 (13078),WHEAT,968,29.99,5.610,1.000,218.99,1167.0,On,6/18/2021,0.00,5,6.584,5482.7,2145.9,2145.9,8.288,39.74,39.74,3.825,13.90,552.51,6/18/2021
-81.49875170,35.94540000,bif field,2021_06_18_001 (13078),WHEAT,969,29.99,5.577,1.000,216.46,1167.0,On,6/18/2021,0.00,5,6.584,5482.7,2471.5,2471.5,9.489,45.77,45.77,3.803,13.82,632.63,6/18/2021
-81.49874057,35.94541220,bif field,2021_06_18_001 (13078),WHEAT,970,29.99,5.381,1.000,216.46,1167.3,On,6/18/2021,0.00,5,6.517,7104.5,2524.7,2524.7,9.352,46.75,46.75,3.669,13.33,623.43,6/18/2021
-81.49873500,35.94541830,bif field,2021_06_18_001 (13078),WHEAT,971,29.99,5.413,1.000,213.34,1167.3,On,6/18/2021,0.00,5,6.517,7104.5,2906.3,2906.3,10.83,53.82,53.82,3.691,13.42,722.03,6/18/2021
-81.49873500,35.94541830,bif field,2021_06_18_001 (13078),WHEAT,972,29.99,5.512,1.000,213.34,1168.3,On,6/18/2021,0.00,5,6.519,7104.5,2340.3,2340.3,8.880,43.34,43.34,3.758,13.66,592.00,6/18/2021
-81.49871330,35.94544500,bif field,2021_06_18_001 (13078),WHEAT,973,29.99,5.643,1.000,207.71,1168.3,On,6/18/2021,0.00,5,6.519,4523.2,1989.3,1989.3,7.728,36.84,36.84,3.848,13.98,515.20,6/18/2021
-81.49870250,35.94546165,bif field,2021_06_18_001 (13078),WHEAT,974,29.99,5.676,1.000,207.71,1168.3,On,6/18/2021,0.00,5,6.503,4523.2,1953.6,1953.6,7.633,36.18,36.18,3.870,14.07,508.89,6/18/2021
-81.49869170,35.94547830,bif field,2021_06_18_001 (13078),WHEAT,975,29.99,5.676,1.000,214.68,1168.3,On,6/18/2021,0.00,5,6.503,4523.2,1938.9,1938.9,7.576,35.91,35.91,3.870,14.07,505.05,6/18/2021
-81.49867170,35.94550170,bif field,2021_06_18_001 (13078),WHEAT,976,29.99,5.676,1.000,214.68,1168.0,On,6/18/2021,0.00,5,6.501,5263.3,1603.1,1603.1,6.264,29.69,29.69,3.870,14.07,417.57,6/18/2021
-81.49867170,35.94550170,bif field,2021_06_18_001 (13078),WHEAT,977,29.99,5.643,1.000,212.04,1168.0,On,6/18/2021,0.00,5,6.501,5263.3,1659.0,1659.0,6.445,30.72,30.72,3.848,13.98,429.65,6/18/2021
-81.49866057,35.94551610,bif field,2021_06_18_001 (13078),WHEAT,978,29.99,5.741,1.000,212.04,1169.3,On,6/18/2021,0.00,5,6.501,5263.3,2160.9,2160.9,8.541,40.02,40.02,3.915,14.23,569.39,6/18/2021
-81.49865500,35.94552330,bif field,2021_06_18_001 (13078),WHEAT,979,29.99,5.479,1.000,216.31,1169.3,On,6/18/2021,0.00,5,6.501,4753.3,2475.1,2475.1,9.336,45.84,45.84,3.736,13.58,622.37,6/18/2021
-81.49865500,35.94552330,bif field,2021_06_18_001 (13078),WHEAT,980,29.99,5.610,1.000,216.31,1169.3,On,6/18/2021,0.00,5,6.534,4753.3,2431.4,2431.4,9.390,45.03,45.03,3.825,13.90,626.01,6/18/2021
-81.49863830,35.94554170,bif field,2021_06_18_001 (13078),WHEAT,981,29.99,5.512,1.000,223.70,1169.3,On,6/18/2021,0.00,5,6.534,4753.3,1796.5,1796.5,6.817,33.27,33.27,3.758,13.66,454.44,6/18/2021
-81.49862750,35.94555085,bif field,2021_06_18_001 (13078),WHEAT,982,29.99,5.249,1.000,223.70,1169.6,On,6/18/2021,0.00,5,6.573,6799.6,1816.7,1816.7,6.565,33.64,33.64,3.579,13.01,437.67,6/18/2021
-81.49861670,35.94556000,bif field,2021_06_18_001 (13078),WHEAT,983,29.99,5.151,1.000,234.17,1169.6,On,6/18/2021,0.00,5,6.573,6799.6,1526.5,1526.5,5.413,28.27,28.27,3.512,12.77,360.85,6/18/2021
-81.49858830,35.94557660,bif field,2021_06_18_001 (13078),WHEAT,984,29.99,4.921,1.000,234.17,1170.3,On,6/18/2021,0.00,5,6.580,6799.6,1748.5,1748.5,5.924,32.38,32.38,3.355,12.20,394.91,6/18/2021
-81.49858830,35.94557660,bif field,2021_06_18_001 (13078),WHEAT,985,29.99,4.823,1.000,232.21,1170.6,On,6/18/2021,0.00,5,6.580,6174.4,1810.4,1810.4,6.010,33.53,33.53,3.288,11.95,400.70,6/18/2021
-81.49857057,35.94558773,bif field,2021_06_18_001 (13078),WHEAT,986,29.99,4.659,1.000,232.21,1170.6,On,6/18/2021,0.00,5,6.572,6174.4,2625.7,2625.7,8.421,48.62,48.62,3.176,11.55,561.40,6/18/2021
-81.49856170,35.94559330,bif field,2021_06_18_001 (13078),WHEAT,987,29.99,4.462,1.000,225.83,1171.3,On,6/18/2021,0.00,5,6.572,6174.4,3049.4,3049.4,9.367,56.47,56.47,3.042,11.06,624.44,6/18/2021
-81.49856170,35.94559330,bif field,2021_06_18_001 (13078),WHEAT,988,29.99,4.659,1.000,225.83,1171.3,On,6/18/2021,0.00,5,6.609,8220.4,3616.1,3616.1,11.60,66.96,66.96,3.176,11.55,773.14,6/18/2021
-81.49853830,35.94561170,bif field,2021_06_18_001 (13078),WHEAT,989,29.99,4.790,1.000,231.51,1171.3,On,6/18/2021,0.00,5,6.609,8220.4,3328.0,3328.0,10.97,61.63,61.63,3.266,11.87,731.61,6/18/2021
-81.49851500,35.94562670,bif field,2021_06_18_001 (13078),WHEAT,990,29.99,5.118,1.000,231.51,1173.9,On,6/18/2021,0.00,5,6.620,8220.4,2658.6,2658.6,9.367,49.23,49.23,3.490,12.68,624.47,6/18/2021
-81.49851500,35.94562670,bif field,2021_06_18_001 (13078),WHEAT,991,29.99,4.987,1.000,225.87,1173.9,On,6/18/2021,0.00,5,6.620,7671.3,2903.1,2903.1,9.966,53.76,53.76,3.400,12.36,664.41,6/18/2021
-81.49849947,35.94563890,bif field,2021_06_18_001 (13078),WHEAT,992,29.99,4.921,1.000,225.87,1176.5,On,6/18/2021,0.00,5,6.607,7671.3,2825.6,2825.6,9.573,52.33,52.33,3.355,12.20,638.18,6/18/2021
-81.49849170,35.94564500,bif field,2021_06_18_001 (13078),WHEAT,993,29.99,4.823,1.000,227.22,1176.5,On,6/18/2021,0.00,5,6.607,7671.3,3061.6,3061.6,10.16,56.70,56.70,3.288,11.95,677.65,6/18/2021
-81.49847835,35.94565500,bif field,2021_06_18_001 (13078),WHEAT,994,29.99,5.052,1.000,227.22,1179.1,On,6/18/2021,0.00,5,6.620,9764.6,2539.7,2539.7,8.833,47.03,47.03,3.445,12.52,588.89,6/18/2021
-81.49846500,35.94566500,bif field,2021_06_18_001 (13078),WHEAT,995,29.99,5.282,1.000,223.01,1179.1,On,6/18/2021,0.00,5,6.620,9764.6,2522.7,2522.7,9.173,46.72,46.72,3.601,13.09,611.55,6/18/2021
-81.49846500,35.94566500,bif field,2021_06_18_001 (13078),WHEAT,996,29.99,5.118,1.000,223.01,1183.4,On,6/18/2021,0.00,5,6.579,9764.6,2759.2,2759.2,9.722,51.10,51.10,3.490,12.68,648.10,6/18/2021
-81.49844000,35.94568670,bif field,2021_06_18_001 (13078),WHEAT,997,29.99,5.020,1.000,229.90,1183.4,On,6/18/2021,0.00,5,6.579,9964.2,3064.7,3064.7,10.59,56.75,56.75,3.423,12.44,706.03,6/18/2021
-81.49841330,35.94570490,bif field,2021_06_18_001 (13078),WHEAT,998,29.99,4.954,1.000,229.90,1186.0,On,6/18/2021,0.00,5,6.578,9964.2,3969.7,3969.7,13.54,73.51,73.51,3.378,12.28,902.54,6/18/2021
-81.49841330,35.94570490,bif field,2021_06_18_001 (13078),WHEAT,999,29.99,4.987,1.000,227.73,1186.0,On,6/18/2021,0.00,5,6.578,9964.2,3276.7,3276.7,11.25,60.68,60.68,3.400,12.36,749.92,6/18/2021
-81.49839663,35.94571717,bif field,2021_06_18_001 (13078),WHEAT,1000,29.99,5.052,1.000,227.73,1187.7,On,6/18/2021,0.00,5,6.548,8902.6,2470.1,2470.1,8.592,45.74,45.74,3.445,12.52,572.77,6/18/2021
-81.49838830,35.94572330,bif field,2021_06_18_001 (13078),WHEAT,1001,29.99,5.184,1.000,231.23,1187.7,On,6/18/2021,0.00,5,6.548,8902.6,2365.3,2365.3,8.440,43.80,43.80,3.534,12.85,562.70,6/18/2021
-81.49838830,35.94572330,bif field,2021_06_18_001 (13078),WHEAT,1002,29.99,5.118,1.000,231.23,1191.3,On,6/18/2021,0.00,5,6.542,8902.6,2779.2,2779.2,9.792,51.47,51.47,3.490,12.68,652.81,6/18/2021
-81.49836000,35.94574170,bif field,2021_06_18_001 (13078),WHEAT,1003,29.99,5.151,1.000,222.50,1192.9,On,6/18/2021,0.00,5,6.542,9995.5,2975.7,2975.7,10.55,55.11,55.11,3.512,12.77,703.44,6/18/2021
-81.49836000,35.94574170,bif field,2021_06_18_001 (13078),WHEAT,1004,29.99,5.282,1.000,222.50,1192.9,On,6/18/2021,0.00,5,6.508,9995.5,3017.3,3017.3,10.97,55.88,55.88,3.601,13.09,731.45,6/18/2021
